tus,t_to_tF,M,Merr
0,0,-1.00964134843338,0.0102133036005779
6,0.213376973031819,-0.628269056053415,0.0100258523229733
14,0.49787960374091,0.498713450947239,0.0179969782031342
22,0.782382234450002,0.863405053136911,0.0089166895196572
30,1.06688486515909,0.257226212052451,0.0118558732931095
38,1.35138749586819,-0.185755528606085,0.0175519048941849
46,1.63589012657728,0.105740408872381,0.00692614251865834
54,1.92039275728637,0.493164130081045,0.0164707335456551
62,2.20489538799546,0.413713597824422,0.0253278695390839
70,2.48939801870455,0.0722232203185861,0.00322251961665483
78,2.77390064941364,0.178341858953272,0.00872748128153774
86,3.05840328012273,0.481161144825178,0.0111515166343297
94,3.34290591083183,0.493652069813892,0.0146488151387339
102,3.62740854154092,0.219478516509995,0.00862664169958652
110,3.91191117225001,0.12894621299745,0.0130660922071053
118,4.1964138029591,0.378916300722507,0.0138427704473346
126,4.48091643366819,0.51336393791741,0.0342406312684107
134,4.76541906437729,0.434680305179702,0.0158608912792848
142,5.04992169508638,0.266604008320229,0.0343334186668046
150,5.33442432579547,0.328057378449729,0.0342296450212271
158,5.61892695650456,0.48357098375367,0.0297074881130978
166,5.90342958721365,0.512883193918988,0.0269234139412399
174,6.18793221792274,0.377637061250964,0.0186521391120495
182,6.47243484863183,0.342014394097625,0.0192714822976301
190,6.75693747934093,0.431937219906146,0.0193218323183491
198,7.04144011005002,0.504810360403523,0.0214555993454492
206,7.32594274075911,0.435952514528372,0.0151329942757145
214,7.6104453714682,0.393622326568608,0.0311709567945464
222,7.89494800217729,0.384452611595177,0.0242881153483994
230,8.17945063288639,0.506232737843394,0.0244299005088704
238,8.46395326359548,0.48570700041702,0.0169522977940995
246,8.74845589430457,0.42845909244883,0.00783209167242241
