tus,t_to_tF,M,Merr
0,0,-0.993037590135555,0.0355317806276468
6,0.21865484868985,-0.905233803159997,0.010320361810825
14,0.510194646942982,-0.378510008838276,0.0353269569913087
22,0.801734445196115,0.176761982785508,0.0213160496854384
30,1.09327424344925,0.553702627887349,0.0105833686581425
38,1.38481404170238,0.688330892652222,0.0137233254671929
46,1.67635383995551,0.597525564809515,0.00405140336167305
54,1.96789363820865,0.518745368227526,0.0225373348759592
62,2.25943343646178,0.454506075349,0.0125193375499129
70,2.55097323471491,0.422409557844809,0.0131845163829338
78,2.84251303296805,0.366542580603823,0.0232753206378502
86,3.13405283122118,0.293606811442157,0.0202738874583673
94,3.42559262947431,0.19355746980565,0.0210908130883994
102,3.71713242772744,0.166326614168996,0.0522394793251712
110,4.00867222598058,0.298354059353605,0.0218855180866372
118,4.30021202423371,0.456351848223183,0.00350672970859387
126,4.59175182248684,0.553379987644047,0.031775668606059
134,4.88329162073997,0.613006203992473,0.0477532896784129
142,5.17483141899311,0.613959381580667,0.0103934407453842
150,5.46637121724624,0.566754598861836,0.00337213620153187
158,5.75791101549937,0.555798502453705,0.00673145759955734
166,6.04945081375251,0.552604109680361,0.00095548687415542
174,6.34099061200564,0.562373755886145,0.0278717460666448
182,6.63253041025877,0.562575102457045,0.0268028327308846
190,6.9240702085119,0.531381415223795,0.00119341312568089
198,7.21561000676504,0.579497905393929,0.00935453507889533
206,7.50714980501817,0.575838995664898,0.010956595016074
214,7.7986896032713,0.592814015673533,0.029386538411685
222,8.09022940152444,0.625248779862144,0.0403685591171295
230,8.38176919977757,0.629732961481165,0.00470628134399315
238,8.6733089980307,0.646701242824315,0.00505752978898222
246,8.96484879628383,0.659394625686546,0.0211041562615116
