tus,t_to_tF,M,Merr
0,0,-0.991305653138642,0.0144651234004971
6,0.211869008558096,-0.868252905183064,0.00556862293990526
14,0.49436101996889,-0.425845894320425,0.0135854626552713
22,0.776853031379684,0.124296811026347,0.0133585634545323
30,1.05934504279048,0.442951537358319,0.0216101467468408
38,1.34183705420127,0.516736656741508,0.0291892705784109
46,1.62432906561207,0.411721841569215,0.0115750555060709
54,1.90682107702286,0.209472259648535,0.00908640385493871
62,2.18931308843365,0.162035020626471,0.0344379279982152
70,2.47180509984445,0.16168919073012,0.0344942335036453
78,2.75429711125524,0.122489223982988,0.00555437298575977
86,3.03678912266604,0.0550812184939098,0.0174980983718809
94,3.31928113407683,-0.05265546781263,0.0202290883325626
102,3.60177314548763,-0.154473040033092,0.00751972287938632
110,3.88426515689842,-0.210176208716297,0.0153755824689948
118,4.16675716830921,-0.160284827628169,0.0310557272867927
126,4.44924917972001,-0.0414784557242748,0.00837808157134585
134,4.7317411911308,0.0161797074986668,0.010259020332048
142,5.0142332025416,0.0355826099151879,0.0149447344415283
150,5.29672521395239,0.0271100174530088,0.0238633699525766
158,5.57921722536319,0.000736641951807091,0.0534891065672376
166,5.86170923677398,-0.00128927537347954,0.0420590308699185
174,6.14420124818477,0.0471170463289356,0.00259957132672297
182,6.42669325959557,0.0572798130343977,0.0240095555743728
190,6.70918527100636,0.121241997366918,0.00910569773857173
198,6.99167728241716,0.0214983826782723,0.0154315486828294
206,7.27416929382795,-0.0447141197427877,0.0186857339617717
214,7.55666130523874,-0.018765683930821,0.0234767617487421
222,7.83915331664954,-0.107975686339068,0.0648000028839898
230,8.12164532806033,-0.00760102014924624,0.0089420630248198
238,8.40413733947113,-0.0296293963055764,0.0261702748789079
246,8.68662935088192,-0.0285540692408822,0.0160712147203759
