tus,t_to_tF,M,Merr
0,0,-1.01196549141706,0.00148613374462903
6,0.230341573361204,0.0497123163600765,0.0411391587484573
10,0.383902622268673,0.851190709846814,0.0191309420197368
14,0.537463671176142,0.857151184405146,0.0226117815337623
18,0.691024720083611,0.127916596301704,0.0189723924324247
22,0.84458576899108,-0.451142291881967,0.0306298131241787
26,0.998146817898549,-0.301719042984156,0.0288978179934413
30,1.15170786680602,0.33053207587414,0.0138755579273629
34,1.30526891571349,0.694547750407196,0.0183778532871903
38,1.45882996462096,0.552722944645562,0.0148015526927892
42,1.61239101352843,0.169165200176618,0.01100253539319
46,1.76595206243589,0.00320471510250726,0.0510182423462566
50,1.91951311134336,0.194832988325865,0.0346202577292218
54,2.07307416025083,0.413420836981085,0.00502754420401016
58,2.2266352091583,0.36642137709389,0.0138031120494059
62,2.38019625806577,0.244250018393152,0.00434302813010924
66,2.53375730697324,0.173989842816437,0.00810957151003808
70,2.68731835588071,0.335374475826866,0.017720528330038
74,2.84087940478818,0.46601528350481,0.0111767904553166
78,2.99444045369565,0.339333428850873,0.0338838745589534
82,3.14800150260312,0.0833142336787252,0.00942745398644592
86,3.30156255151059,0.0136191579957299,0.0224608385084287
90,3.45512360041805,0.186054397807092,0.0124365510563644
94,3.60868464932552,0.448839781467642,0.00608958204443494
98,3.76224569823299,0.504278874228546,0.000366349729216342
102,3.91580674714046,0.278601458720688,0.0219587795067384
106,4.06936779604793,-0.0154678711626507,0.0213486517026133
110,4.2229288449554,0.00568275302989475,0.00473374948361834
114,4.37648989386287,0.338474657808981,0.00351538597438086
118,4.53005094277034,0.543253744250862,0.0500063532134153
122,4.68361199167781,0.506088124682189,0.0114576327493375
126,4.83717304058528,0.168382248285097,0.0397727078565666
130,4.99073408949275,0.101923580433125,0.0249583466602186
134,5.14429513840021,0.178933196387775,0.0097188863587592
138,5.29785618730768,0.406989224347447,0.063678696031217
142,5.45141723621515,0.472224917251791,0.0214074720278131
146,5.60497828512262,0.386612630791123,0.0332899787731173
