tus,t_to_tF,M,Merr
0,0,-1.00080503660748,0.0103080752494259
6,0.200182283886742,-0.0259878457904754,0.0186180758790941
10,0.333637139811236,0.797974237695097,0.0129059189792549
14,0.46709199573573,0.837409061839754,0.0133168924297819
18,0.600546851660225,-0.00212056162755487,0.0487609505669493
22,0.734001707584719,-0.681280361447237,0.00390510485074388
26,0.867456563509214,-0.595106088362751,0.0125534622214097
30,1.00091141943371,0.139563771760104,0.00754124433515036
34,1.1343662753582,0.70836949514225,0.0162289467958593
38,1.2678211312827,0.628467409105537,0.00983134935482635
42,1.40127598720719,-0.0168817619422399,0.0352386956097016
46,1.53473084313169,-0.491244194741618,0.0406708435474818
50,1.66818569905618,-0.405091203406199,0.0129255719135262
54,1.80164055498067,0.400255996810391,0.194310494138232
58,1.93509541090517,0.705924292999338,0.0104876007297952
62,2.06855026682966,0.520728886330276,0.0245515322248197
66,2.20200512275416,0.00663118862928894,0.0266050600184601
70,2.33545997867865,-0.4348476939885,0.00360279861569752
74,2.46891483460315,-0.253743562954039,0.0416080893371145
78,2.60236969052764,0.272020888791847,0.0361476456005967
82,2.73582454645214,0.649360572035544,0.0263685355346758
86,2.86927940237663,0.449233929124385,0.0110406513734912
90,3.00273425830112,-0.0657511928313744,0
94,3.13618911422562,-0.365041866159524,0.0478792542949149
98,3.26964397015011,-0.141915736677729,0.000713173838891676
102,3.40309882607461,0.322741286661481,0.0525834040226745
106,3.5365536819991,0.571914939544361,0.0162825543827926
110,3.6700085379236,0.377979667274625,0.0284229210214687
114,3.80346339384809,-0.120047623010294,0.140659539274384
118,3.93691824977258,-0.233032305718348,0.0156096929587989
