tus,t_to_tF,M,Merr
0,0,-1.00698442597301,0.000229925022387389
6,0.19942830164988,-0.354659419044166,0.00375305218533555
14,0.46533270384972,0.857924440222339,0.00465818262073675
22,0.73123710604956,0.258187260695224,0.0251645124370186
30,0.9971415082494,-0.615861890059505,0.00546949038720035
38,1.26304591044924,0.0835301294459252,0.0397763696705091
46,1.52895031264908,0.747437542820431,0.0178718835122855
54,1.79485471484892,0.00384404712584464,0.0103118881480284
62,2.06075911704876,-0.357491358880697,0.014197343984928
70,2.3266635192486,0.401150338630288,0.00970531833959698
78,2.59256792144844,0.591729820442206,0.0419597952751491
86,2.85847232364828,-0.0975696484635013,0.0337263664950122
94,3.12437672584812,-0.108408256604869,0.0066676921253758
102,3.39028112804796,0.525965674421953,0.0103587537992212
110,3.6561855302478,0.461329573019112,0.0086108647226217
118,3.92208993244764,-0.126229323313558,0.0310594866023249
126,4.18799433464748,0.11675126618069,0.0140964128773192
134,4.45389873684732,0.55433767602991,0.00646938376058724
142,4.71980313904716,0.286753035508005,0.0182242148016121
150,4.985707541247,-0.0363395056629078,0.00748165512576197
158,5.25161194344684,0.21082384275389,0.00807509083971995
166,5.51751634564668,0.488695968635305,0.00797082948506278
174,5.78342074784652,0.186549304629414,0.0107686814265273
182,6.04932515004636,0.0314848167842421,0.0179325350006732
190,6.3152295522462,0.367125976451036,0.0268413505868801
198,6.58113395444604,0.431912587311626,0.00896394618056261
206,6.84703835664588,0.1658348619891,0.0130332349420274
214,7.11294275884572,0.109493841114097,0.00306563409635399
222,7.37884716104556,0.398455425874355,0.0168788764512266
230,7.6447515632454,0.377982140189749,0.0143140881720527
238,7.91065596544524,0.141878214922361,0.00643392749586495
246,8.17656036764508,0.22692408783997,0.0144310914459291
