tus,t_to_tF,M,Merr
0,0,-1.02599206033682,0.0175499310783651
6,0.205460159544772,-0.812164633694625,0.0179014037704823
14,0.479407038937802,-0.0337838253183192,0.0213110519929262
22,0.753353918330832,0.661619840659848,0.00578639151318899
30,1.02730079772386,0.890615641353392,0.00715610771193652
38,1.30124767711689,0.576669183590867,0.0248779546728509
46,1.57519455650992,0.0480866000414156,0.0142072822092792
54,1.84914143590295,-0.405514353499142,0.0391798104134582
62,2.12308831529598,-0.487700250018459,0.0245559371839812
70,2.39703519468901,-0.174028903269534,0.0343443182904715
78,2.67098207408204,0.0644046132603182,0.00882786250472065
86,2.94492895347507,0.276898591647018,0.0182055909431796
94,3.2188758328681,0.287258463591584,0.0122310764042854
102,3.49282271226113,0.084836700246188,0.0122816357929
110,3.76676959165416,-0.0759106187037601,0.046925325236883
118,4.04071647104719,-0.060059154347187,0.00592875716035359
126,4.31466335044022,-0.0237671302073961,0.0233930523094146
134,4.58861022983325,0.027820456198819,0.0309841710505383
142,4.86255710922628,0.00570275423965212,0.0215614354651081
150,5.13650398861931,0.0977912338560549,0.0587859788786291
158,5.41045086801234,0.0708662972495349,0.0661998059801662
166,5.68439774740537,0.0443709285075699,0.00118628843004346
174,5.9583446267984,0.0123448241839841,0.0268989539712482
182,6.23229150619143,0.0389925351625376,0.01671069597929
190,6.50623838558446,0.0469667570391895,0.00238559016463622
198,6.78018526497749,-0.0177358385344981,0.0501003246585493
206,7.05413214437052,0.0253914410366672,0.0483492775524125
214,7.32807902376355,0.0340605699956481,0.00850800587241544
222,7.60202590315658,0.0464067199270172,0.00632722340499004
230,7.87597278254961,0.0415207656890462,0.0130957321401868
238,8.14991966194264,0.0689615885286391,0.00214881554390307
246,8.42386654133567,-0.0364793352571848,0.0211301291548257
