tus,t_to_tF,M,Merr
0,0,-1.00917280526956,0.017327204629581
6,0.233734493427081,-0.453598703333091,0.0145283262516212
14,0.545380484663188,0.559880991890096,0.030542443974862
22,0.857026475899295,0.121095878851197,0.0175870350744836
30,1.1686724671354,-0.31018233441528,0.00928263204192963
38,1.48031845837151,0.281080483862082,0.0275284121858786
46,1.79196444960762,0.482977359596294,0.021425279348347
54,2.10361044084373,-0.0376704526331165,0.0699509114632497
62,2.41525643207983,-0.0116013466028324,0.013961480830841
70,2.72690242331594,0.256357251568814,0.0213475079462811
78,3.03854841455205,-0.0142361381996739,0.0249522254883688
86,3.35019440578816,-0.187672994722056,0.0162540829598363
94,3.66184039702426,0.114046484823214,0.0133187806641082
102,3.97348638826037,0.12002583664339,0.0145567615812036
110,4.28513237949648,-0.188785417347111,0.0411252997821263
118,4.59677837073258,-0.0126699638832215,0.0203507910746428
126,4.90842436196869,0.170982534186788,0.00461295119999466
134,5.2200703532048,0.0195638550562918,0.0142502278037609
142,5.53171634444091,-0.108418561799301,0.00440721863563759
150,5.84336233567702,0.095118965618184,0.0239296569886643
158,6.15500832691312,0.0784211663399349,0.0229624743776186
166,6.46665431814923,-0.072160954624859,0.0218124084828345
174,6.77830030938534,0.0205747466735623,0.0149641917697506
182,7.08994630062144,0.113004022745826,0.00605580087458416
190,7.40159229185755,0.0318556751645544,0.0424336465418661
198,7.71323828309366,-0.0728345546577289,0.0120049158372726
206,8.02488427432977,0.0928335708711054,0.0115302340821046
214,8.33653026556587,0.0559208389130938,0.025930453715678
222,8.64817625680198,-0.0374415436597374,0.00309410509218809
230,8.95982224803809,-0.0270953851980197,0.0271149366988135
238,9.2714682392742,0.0343403834127557,0.0324286167984184
246,9.5831142305103,0.00458739659195442,0.0155959078767364
