tus,t_to_tF,M,Merr
0,0,-1.01332855304281,0.0231686096871297
6,0.233734493427081,-0.0575849584442447,0.0232316149228467
10,0.389557489045134,0.683331532253274,0.0167237482303427
14,0.545380484663188,0.694074891514643,0.0149573367874615
18,0.701203480281242,0.0707439929597698,0.0205623152577198
22,0.857026475899295,-0.473931553689306,0.00705902854329552
26,1.01284947151735,-0.303385688314758,0.0229130413251551
30,1.1686724671354,0.226515434717272,0.0248894453083983
34,1.32449546275346,0.616645319001141,0.0317803055743831
38,1.48031845837151,0.402075561888156,0.0174460306831016
42,1.63614145398956,-0.121647315428112,0.0131256845868907
46,1.79196444960762,-0.288459650925054,0.0232416007213762
50,1.94778744522567,-0.0660894709490436,0.0249503520623211
54,2.10361044084373,0.348317580505602,0.0184123869480969
58,2.25943343646178,0.389085187781538,0.017272332695231
62,2.41525643207983,0.0529531868260423,0.0148797959429453
66,2.57107942769789,-0.248946011546197,0.0247107054957065
70,2.72690242331594,-0.268581779074284,0.0358558502562581
74,2.88272541893399,0.094061079130286,0.0171376939589921
78,3.03854841455205,0.337395077707308,0.0590661687375727
82,3.1943714101701,0.247623343225842,0.00850552903634588
86,3.35019440578816,-0.0991335229799872,0.00587829419374534
90,3.50601740140621,-0.302691769581673,0.050144643223286
94,3.66184039702426,-0.129662331738432,0.00524727957484376
98,3.81766339264232,0.191780307539766,0.0408889625498598
102,3.97348638826037,0.294305761672405,0.0262398227533412
106,4.12930938387842,0.141790285627821,0.025076031148992
110,4.28513237949648,-0.158770475678598,0.0021494895654246
114,4.44095537511453,-0.195564701211395,0.0190220715943381
118,4.59677837073258,0.0260712129031353,0.00466872026533433
122,4.75260136635064,0.233767605139741,0.0255656337012668
