tus,t_to_tF,M,Merr
0,0,-1.01354289614077,0.0210138450787157
10,0.389557489045134,-0.859562599994371,0.00960140298938697
22,0.857026475899295,-0.648124447447694,0.0325638179131346
34,1.32449546275346,-0.619372579697926,0.0206056423702033
46,1.79196444960762,-0.541671017737488,0.0234021757639759
58,2.25943343646178,-0.252465997040719,0.0319704274655579
70,2.72690242331594,0.0474793582064882,0.00331546117730324
82,3.1943714101701,0.103937975111998,0.027804512433719
94,3.66184039702426,0.146456559740624,0.0151769600234491
106,4.12930938387842,0.303554053147906,0.0184567983691609
118,4.59677837073258,0.438100392412797,0.024244289685669
130,5.06424735758675,0.363183978046016,0.0347071500129994
142,5.53171634444091,0.363505446846674,0.0468934022944254
154,5.99918533129507,0.372664413157071,0.021211159676339
166,6.46665431814923,0.285129016973667,0.0221866710331991
178,6.93412330500339,0.245711621144388,0.0533503206107923
190,7.40159229185755,0.201475429721319,0.0495778064452066
202,7.86906127871171,0.136044147485157,0.055171792723213
214,8.33653026556587,0.0889259842197109,0.0270573156719386
226,8.80399925242004,-0.0031996870480203,0.0331008453345049
238,9.2714682392742,0.0377163146963155,0.0246715275033226
250,9.73893722612836,-0.0481681303205581,0.0294393736426921
262,10.2064062129825,-0.0588179398799992,0.0157031715063837
274,10.6738751998367,-0.0720247865813201,0.0212533875232603
286,11.1413441866908,-0.0772987785212146,0.044056687392557
298,11.608813173545,-0.040640500900609,0.070034840912627
310,12.0762821603992,-0.0209513848920127,0.0294991858575854
322,12.5437511472533,0.048851688165077,0.0192720206422312
334,13.0112201341075,0.0252515804732726,0.0226471625597443
346,13.4786891209616,0.0578005034963465,0.0181240533843265
358,13.9461581078158,0.0707353467854648,0.0118727067987456
370,14.41362709467,0.130434411468574,0.0300808786500469
382,14.8810960815241,0.120535862711008,0.0146477311269029
394,15.3485650683783,0.113666041799118,0.0439689292809827
406,15.8160340552325,0.0860213334603711,0.01415614220243
418,16.2835030420866,0.118041753933252,0.0530845037924946
430,16.7509720289408,0.0561551231154446,0.0368884633474753
