tus,t_to_tF,M,Merr
0,0,-1.01451941471516,0.00337087173985697
6,0.233734493427081,-0.708982177671378,0.0188650444148741
14,0.545380484663188,0.1217346503866,0.0250773845182439
22,0.857026475899295,0.255159502777059,0.0594538853989683
30,1.1686724671354,-0.156926596243261,0.0291430936451435
38,1.48031845837151,-0.143540988760216,0.0395760324553422
46,1.79196444960762,0.387890918333479,0.032614394574584
54,2.10361044084373,0.491042890640981,0.0286194833960247
62,2.41525643207983,0.183018605203065,0.0531202619129908
70,2.72690242331594,0.0510833353648355,0.0697960282904185
78,3.03854841455205,0.163949808915576,0.0416463096802661
86,3.35019440578816,0.12402450522539,0.0448335723975995
94,3.66184039702426,-0.0376158302179765,0.0206382882401976
102,3.97348638826037,-0.135440962912184,0.0253231767958471
110,4.28513237949648,0.0367734865470692,0.0418521664278525
118,4.59677837073258,0.0389455291164628,0.0324645545535887
126,4.90842436196869,-0.0593218001611066,0.0269398558257039
134,5.2200703532048,-0.124740575238054,0.00254566672186422
142,5.53171634444091,0.064657447962631,0.00287454905369192
150,5.84336233567702,0.136346105432488,0.0157061952720263
158,6.15500832691312,-0.0466532738033463,0.00317566298706997
166,6.46665431814923,-0.0360217165452982,0.000930918501275421
174,6.77830030938534,0.0629146372347535,0.0204074476300895
182,7.08994630062144,0.0937429589394732,0.0331105690762655
190,7.40159229185755,0.00737291795521326,0.00403807042693642
198,7.71323828309366,-0.0899919406653651,0.0265028503457331
206,8.02488427432977,0.00167976228202524,0.00624002293519963
214,8.33653026556587,0.0927536524296105,0.0313074882718631
222,8.64817625680198,-0.0198260282900274,0.045577864271254
230,8.95982224803809,-0.0708021737464635,0.0334263339230486
238,9.2714682392742,-0.00234580645450709,0.0417534465829611
246,9.5831142305103,0.0319085488800188,0.0202631147021608
